VIN,Dealer,Make,MarketValue,Mileage,Model,Price,Year,modelYearId
1N4AL3AP4JC137182,Sandy Sansing,Nissan,17560.0,22812.0,Altima,20788.0,2018,8473
2GNAXSEV8J6116224,Sandy Sansing,Chevrolet,19556.666666666668,38559.0,Equinox,20835.0,2018,7991
1N4BL4BV6KC167325,Sandy Sansing,Nissan,22538.461538461543,14487.0,Altima,20988.0,2019,9215
3GCRCSE06AG116139,Sandy Sansing,Chevrolet,12481.818181818182,116103.0,Silverado 1500,20990.0,2010,5566
3MZBPAAL8KM111279,Sandy Sansing,Mazda,2600.0,28630.0,Mazda3 Sedan,20990.0,2019,0
5N1DR2MNXJC629415,Sandy Sansing,Nissan,23171.875,58937.0,Pathfinder,20991.0,2018,8477
1FAHP2F85KG118150,Sandy Sansing,Ford,22250.0,30834.0,Taurus,20991.0,2019,9672
5XYPG4A31KG525866,Sandy Sansing,Kia,25371.66666666667,19051.0,Sorento,21000.0,2019,9138
1N4BL4CVXLC136479,Sandy Sansing,Nissan,2600.0,32565.0,Altima,21000.0,2020,0
2GNALCEK1H1562875,Sandy Sansing,Chevrolet,16450.0,11231.0,Equinox,21000.0,2017,7728
3GCUKSEC9EG501028,Sandy Sansing,Chevrolet,22434.821428571428,59858.0,Silverado 1500,21000.0,2014,6649
5N1AZ2MG4FN276167,Sandy Sansing,Nissan,16303.125,75152.0,Murano,21000.0,2015,7022
JM1DKDD76H0177190,Sandy Sansing,Mazda,16450.0,25599.0,CX-3,21000.0,2017,7746
JN1BJ1CR9HW100437,Sandy Sansing,Nissan,16458.333333333332,14792.0,Rogue Sport,21000.0,2017,8095
KM8J3CA46HU407464,Sandy Sansing,Hyundai,17362.5,33622.0,Tucson,21000.0,2017,7736
JTNB11HKXJ3013805,Sandy Sansing,Toyota,23007.5,64505.0,Camry,21106.0,2018,8073
1G1ZH5SX7HF172681,Sandy Sansing,Chevrolet,16730.0,46191.0,Malibu,21175.0,2017,7802
5FNYF5H89GB060203,Sandy Sansing,Honda,22238.235294117647,111978.0,Pilot,21179.0,2016,7291
1G1ZD5ST7LF005903,Sandy Sansing,Chevrolet,2600.0,14727.0,Malibu,21425.0,2020,0
3C6JR6AGXKG505154,Sandy Sansing,Ram,,9373.0,1500 Classic,21491.0,2019,9685
JM3KFBCL0H0213039,Sandy Sansing,Mazda,19540.625,47558.0,CX-5,21500.0,2017,7745
JM1NDAD73G0114950,Sandy Sansing,Mazda,,39809.0,MX-5 Miata,21500.0,2016,7260
4T1B11HK3JU641358,Sandy Sansing,Toyota,23007.5,51790.0,Camry,21500.0,2018,8073
3MZBPAAL8KM110908,Sandy Sansing,Mazda,2600.0,13651.0,Mazda3 Sedan,21500.0,2019,0
JM3KFABL4H0196435,Sandy Sansing,Mazda,19540.625,13010.0,CX-5,21500.0,2017,7745
1C4RJFBG3EC460356,Sandy Sansing,Jeep,18486.11111111111,81551.0,Grand Cherokee,21500.0,2014,6659
1N4BL4CV4LC138485,Sandy Sansing,Nissan,2600.0,36932.0,Altima,21500.0,2020,0
2G4GR5GX2H9140858,Sandy Sansing,Buick,18760.714285714286,19522.0,Regal,21500.0,2017,7823
JM3KFACL9H0193965,Sandy Sansing,Mazda,19540.625,44558.0,CX-5,21500.0,2017,7745
1C4RJEBG7GC351380,Sandy Sansing,Jeep,25322.222222222223,99684.0,Grand Cherokee,21511.0,2016,7463
1FMCU9G94KUB88281,Sandy Sansing,Ford,19864.285714285714,28939.0,Escape,21524.0,2019,9654
1C6RR6KG7ES211192,Sandy Sansing,Ram,19711.206896551725,92664.0,1500,21609.0,2014,6695
1J4GA69109L720530,Sandy Sansing,Jeep,2600.0,93369.0,Wrangler Unlimited,21618.0,2009,0
4T1B11HK6JU581821,Sandy Sansing,Toyota,23007.5,25884.0,Camry,21654.0,2018,8073
KM8J2CA46KU915041,Sandy Sansing,Hyundai,21233.928571428565,39784.0,Tucson,21711.0,2019,9265
3G1BE6SM3KS568079,Sandy Sansing,Chevrolet,15935.0,6475.0,Cruze,21900.0,2019,9566
1G6AB5RX2F0134595,Sandy Sansing,Cadillac,2600.0,29743.0,ATS Sedan,21924.0,2015,0
3FA6P0D99KR143214,Sandy Sansing,Ford,19885.416666666668,29050.0,Fusion,21988.0,2019,9263
3FA6P0D9XKR143223,Sandy Sansing,Ford,19885.416666666668,31343.0,Fusion,21988.0,2019,9263
3C4NJCCB7KT663038,Sandy Sansing,Jeep,20128.571428571428,32610.0,Compass,21988.0,2019,9681
3C4NJCCB9KT679855,Sandy Sansing,Jeep,20128.571428571428,30979.0,Compass,21988.0,2019,9681
JA4AZ3A33KZ039811,Sandy Sansing,Mitsubishi,19643.18181818182,28272.0,Outlander,21988.0,2019,9859
1C4RJEAG6HC819957,Sandy Sansing,Jeep,29567.5,23028.0,Grand Cherokee,21989.0,2017,7671
3C4PDDEG2KT720115,Sandy Sansing,Dodge,19600.0,39572.0,Journey,21990.0,2019,9677
JN1BJ1CP0HW020989,Sandy Sansing,Nissan,16458.333333333332,30698.0,Rogue Sport,21990.0,2017,8095
1N4AA6AP9GC413243,Sandy Sansing,Nissan,17980.0,52245.0,Maxima,21995.0,2016,7292
LRBFXBSAXHD045537,Sandy Sansing,Buick,20028.571428571428,24834.0,Envision,21997.0,2017,7676
WMWXU3C3XH2F49683,Sandy Sansing,Mini,2600.0,41667.0,Hardtop 4 Door,21998.0,2017,0
KNMAT2MT6HP613318,Sandy Sansing,Nissan,17195.0,17936.0,Rogue,21999.0,2017,7760
1G1ZD5ST8JF157072,Sandy Sansing,Chevrolet,17780.0,19461.0,Malibu,22000.0,2018,8634
1G1ZH5SX7HF255883,Sandy Sansing,Chevrolet,16730.0,30610.0,Malibu,22000.0,2017,7802
2GNAXUEVXK6235499,Sandy Sansing,Chevrolet,21620.0,23005.0,Equinox,22060.0,2019,9616
JTEZU5JR6F5088422,Sandy Sansing,Toyota,,167684.0,4Runner,22230.0,2015,7027
1FMCU0J96HUE06251,Sandy Sansing,Ford,15770.0,29873.0,Escape,22491.0,2017,7588
4T1B11HK4JU116096,Sandy Sansing,Toyota,23007.5,33027.0,Camry,22500.0,2018,8073
3MVDMABL1LM100479,Sandy Sansing,Mazda,2600.0,4735.0,CX-30,22500.0,2020,0
JM3KFACL5H0144035,Sandy Sansing,Mazda,19540.625,36295.0,CX-5,22500.0,2017,7745
JN8AT2MT9LW004033,Sandy Sansing,Nissan,2600.0,20540.0,Rogue,22525.0,2020,0
WBAVL1C50FVY32649,Sandy Sansing,Bmw,14791.666666666664,31055.0,X1,22585.0,2015,7000
2T3WFREV0JW439133,Sandy Sansing,Toyota,23914.70588235294,38435.0,RAV4,22672.0,2018,8138
3GKALMEV2JL406085,Sandy Sansing,Gmc,20995.454545454544,12669.0,Terrain,22705.0,2018,8056
1C4RDHDG9GC361480,Sandy Sansing,Dodge,23234.375,100214.0,Durango,22725.0,2016,7457
1C4AJWAG4EL128182,Sandy Sansing,Jeep,23700.0,54304.0,Wrangler,22725.0,2014,6903
1C4PJLLB5KD111083,Sandy Sansing,Jeep,22575.0,19191.0,Cherokee,22725.0,2019,9135
3C4PDCGG4KT736906,Sandy Sansing,Dodge,19600.0,31382.0,Journey,22725.0,2019,9677
1FMCU0J98HUF10725,Sandy Sansing,Ford,15770.0,41340.0,Escape,22900.0,2017,7588
5XYPG4A32HG268547,Sandy Sansing,Kia,21200.0,38508.0,Sorento,22900.0,2017,7684
3GNAXLEX1KS531749,Sandy Sansing,Chevrolet,21620.0,28159.0,Equinox,22900.0,2019,9616
WDCTG4EB7FJ180407,Sandy Sansing,Mercedes-benz,20916.666666666668,44108.0,GLA,22908.0,2015,6970
1FTFW1CF0DFD93659,Sandy Sansing,Ford,18207.8125,92128.0,F-150,22988.0,2013,6567
3FA6P0D9XKR222715,Sandy Sansing,Ford,19885.416666666668,30927.0,Fusion,22988.0,2019,9263
1G1ZH5SX9HF261572,Sandy Sansing,Chevrolet,16730.0,5977.0,Malibu,22989.0,2017,7802
4JGDF2EE2EA312608,Sandy Sansing,Mercedes-benz,26906.25,88976.0,GL-Class,22991.0,2014,6873
JN8AT2MT0KW504063,Sandy Sansing,Nissan,20437.5,34553.0,Rogue,22995.0,2019,9761
3GKALMEX7JL320823,Sandy Sansing,Gmc,20995.454545454544,16233.0,Terrain,22995.0,2018,8056
5N1AT2MT6JC815066,Sandy Sansing,Nissan,18752.5,7787.0,Rogue,22995.0,2018,8478
3GKALMEV8KL156594,Sandy Sansing,Gmc,23527.272727272728,26490.0,Terrain,22995.0,2019,9323
WBXHU7C3XH5H37863,Sandy Sansing,Bmw,22275.0,76183.0,X1,22998.0,2017,7696
1C4AJWAG9FL657239,Sandy Sansing,Jeep,,124549.0,Wrangler,23000.0,2015,7154
JM3KFACL9H0142904,Sandy Sansing,Mazda,19540.625,36384.0,CX-5,23000.0,2017,7745
JM3TCACY9G0116567,Sandy Sansing,Mazda,21032.14285714286,49494.0,CX-9,23000.0,2016,7444
1C4AJWAGXEL193280,Sandy Sansing,Jeep,23700.0,77408.0,Wrangler,23000.0,2014,6903
JM3KFACL5H0218277,Sandy Sansing,Mazda,19540.625,46252.0,CX-5,23000.0,2017,7745
JF2GPAKCXH8235415,Sandy Sansing,Subaru,19241.666666666668,24538.0,Crosstrek,23000.0,2017,7769
5N1AZ2MG4JN125077,Sandy Sansing,Nissan,23100.0,43773.0,Murano,23000.0,2018,8476
1N4AA6AP4HC412342,Sandy Sansing,Nissan,21515.0,15302.0,Maxima,23000.0,2017,7752
1C4PJLJS0HW662733,Sandy Sansing,Jeep,18869.44444444444,24141.0,Cherokee,23049.0,2017,7741
3C4NJCBB5LT125229,Sandy Sansing,Jeep,2600.0,4824.0,Compass,23250.0,2020,0
1FM5K7D82HGA97662,Sandy Sansing,Ford,26625.0,50351.0,Explorer,23380.0,2017,7733
3C4NJDDB0KT669123,Sandy Sansing,Jeep,20128.571428571428,31367.0,Compass,23488.0,2019,9681
ZACNJAB13KPK24940,Sandy Sansing,Jeep,20057.14285714286,5472.0,Renegade,23499.0,2019,9683
JM3KFACL9H0197840,Sandy Sansing,Mazda,19540.625,33503.0,CX-5,23500.0,2017,7745
JM3KFACM7K1554605,Sandy Sansing,Mazda,25061.11111111111,40733.0,CX-5,23500.0,2019,9753
JM3KFADL6H0178838,Sandy Sansing,Mazda,19540.625,55297.0,CX-5,23500.0,2017,7745
1FTMF1C52KKD08033,Sandy Sansing,Ford,38535.795454545456,11305.0,F-150,23500.0,2019,9675
5N1AT2MV2JC754834,Sandy Sansing,Nissan,18752.5,28164.0,Rogue,23504.0,2018,8478
2GNAXKEV2L6141316,Sandy Sansing,Chevrolet,2600.0,15961.0,Equinox,23544.0,2020,0
KNDPNCAC3H7260132,Sandy Sansing,Kia,17645.833333333332,36003.0,Sportage,23900.0,2017,7557
5NMS23AD5KH079321,Sandy Sansing,Hyundai,26148.214285714286,29642.0,Santa Fe,23900.0,2019,9193
1N4BL4CV7LC128727,Sandy Sansing,Nissan,2600.0,21154.0,Altima,23932.0,2020,0
2GNAXUEV3L6137237,Sandy Sansing,Chevrolet,2600.0,25760.0,Equinox,23988.0,2020,0
1N4BL4EV2KC173103,Sandy Sansing,Nissan,22538.461538461543,35577.0,Altima,23988.0,2019,9215
JN1BJ1CR6KW347809,Sandy Sansing,Nissan,19329.166666666668,3862.0,Rogue Sport,23990.0,2019,9316
1FTMF1C57KKD07766,Sandy Sansing,Ford,38535.795454545456,7160.0,F-150,23990.0,2019,9675
1N4BL4EV9LC147440,Sandy Sansing,Nissan,2600.0,16557.0,Altima,23990.0,2020,0
2FMPK3J85HBB88535,Sandy Sansing,Ford,21110.714285714286,25519.0,Edge,23991.0,2017,7735
2FMPK3K95HBB53033,Sandy Sansing,Ford,21110.714285714286,66953.0,Edge,23991.0,2017,7735
3C4NJDDB3KT681959,Sandy Sansing,Jeep,20128.571428571428,31374.0,Compass,23995.0,2019,9681
1N4BL4CV9KC123995,Sandy Sansing,Nissan,22538.461538461543,20317.0,Altima,23995.0,2019,9215
JM3KFACL2H0175856,Sandy Sansing,Mazda,19540.625,29392.0,CX-5,24000.0,2017,7745
1N4AA6AP6HC433967,Sandy Sansing,Nissan,21515.0,66509.0,Maxima,24000.0,2017,7752
3GNCJMSB0LL162130,Sandy Sansing,Chevrolet,2600.0,10095.0,Trax,24000.0,2020,0
KNMAT2MT7LP528321,Sandy Sansing,Nissan,2600.0,7414.0,Rogue,24041.0,2020,0
1C4PJLDB7KD370415,Sandy Sansing,Jeep,22575.0,21734.0,Cherokee,24117.0,2019,9135
4T1B21HK0JU006059,Sandy Sansing,Toyota,23007.5,55701.0,Camry,24188.0,2018,8073
2C3CCAEG7KH704361,Sandy Sansing,Chrysler,24046.875,17774.0,300,24214.0,2019,9671
2G11Z5S34L9102998,Sandy Sansing,Chevrolet,2600.0,10875.0,Impala,24395.0,2020,0
5NMS23AD6KH077593,Sandy Sansing,Hyundai,26148.214285714286,30475.0,Santa Fe,24462.0,2019,9193
WBA8B9G36HNU56050,Sandy Sansing,Bmw,25282.69230769231,47952.0,3 Series,24488.0,2017,7710
JM3KFACL4H0191587,Sandy Sansing,Mazda,19540.625,15989.0,CX-5,24500.0,2017,7745
3C6JR6DT5KG547000,Sandy Sansing,Ram,,14874.0,1500 Classic,24500.0,2019,9685
WBA4A9C50GG505089,Sandy Sansing,Bmw,23175.0,52899.0,4 Series,24500.0,2016,7412
1GKKNLLA0KZ189347,Sandy Sansing,Gmc,28427.272727272728,18015.0,Acadia,24602.0,2019,9322
2C3CDZBT3GH125744,Sandy Sansing,Dodge,33455.0,99547.0,Challenger,24629.0,2016,7453
1N4BL4EV3LC144324,Sandy Sansing,Nissan,2600.0,20638.0,Altima,24670.0,2020,0
4T1B61HK7JU117907,Sandy Sansing,Toyota,23007.5,48252.0,Camry,24677.0,2018,8073
2C4RC1BG7KR537715,Sandy Sansing,Chrysler,25841.66666666667,42759.0,Pacifica,24685.0,2019,9627
2FMPK3K98KBB89323,Sandy Sansing,Ford,26292.857142857134,38127.0,Edge,24712.0,2019,9182
1C4RDHDG9KC500077,Sandy Sansing,Dodge,33694.444444444445,96764.0,Durango,24725.0,2019,9626
1N4BL4EV0LC145964,Sandy Sansing,Nissan,2600.0,14312.0,Altima,24788.0,2020,0
1G1ZE5SX0LF035647,Sandy Sansing,Chevrolet,2600.0,18187.0,Malibu,24875.0,2020,0
2C3CCAEG7KH594833,Sandy Sansing,Chrysler,24046.875,28844.0,300,24908.0,2019,9671
2FMPK4K85HBC06861,Sandy Sansing,Ford,21110.714285714286,54349.0,Edge,24978.0,2017,7735
1GKKNNLS8HZ131533,Sandy Sansing,Gmc,23809.615384615387,84383.0,Acadia,24985.0,2017,7615
2GNAXLEX2K6127521,Sandy Sansing,Chevrolet,21620.0,13852.0,Equinox,24985.0,2019,9616
1HGCV2F55JA006872,Sandy Sansing,Honda,2600.0,67302.0,Accord Sedan,24985.0,2018,0
1N4AA6AP0HC407266,Sandy Sansing,Nissan,21515.0,38212.0,Maxima,24988.0,2017,7752
WMZYT3C38H3D97777,Sandy Sansing,Mini,2600.0,16330.0,Countryman,24988.0,2017,0
3LN6L5A91HR657201,Sandy Sansing,Lincoln,,18204.0,MKZ,24991.0,2017,7595
2FMPK3K98HBB34847,Sandy Sansing,Ford,21110.714285714286,45179.0,Edge,24991.0,2017,7735
5LMCJ3C93HUL50015,Sandy Sansing,Lincoln,22246.875,37042.0,MKC,24991.0,2017,7674
1GAZGPFG4K1214589,Sandy Sansing,Chevrolet,2600.0,35945.0,Express Passenger,24995.0,2019,0
WBA8B9G59JNU96761,Sandy Sansing,Bmw,28873.07692307692,40549.0,3 Series,24998.0,2018,8555
SAJWA4DB4ELB53257,Sandy Sansing,Jaguar,,57423.0,XK,25000.0,2014,6774
JM3KFADL3H0137731,Sandy Sansing,Mazda,19540.625,24350.0,CX-5,25000.0,2017,7745
JM3KFADLXH0140965,Sandy Sansing,Mazda,19540.625,23437.0,CX-5,25000.0,2017,7745
JM3KFACM8J1378937,Sandy Sansing,Mazda,20658.33333333333,21027.0,CX-5,25000.0,2018,8816
5LMJJ2HT5FEJ05763,Sandy Sansing,Lincoln,25106.25,92692.0,Navigator,25000.0,2015,7028
JC1NFAEK5H0118588,Sandy Sansing,Fiat,2600.0,7738.0,124 Spider,25000.0,2017,0
5N1DR2MN2KC637767,Sandy Sansing,Nissan,25653.125,11789.0,Pathfinder,25000.0,2019,9760
1C4RDHEG9GC407839,Sandy Sansing,Dodge,23234.375,113765.0,Durango,25150.0,2016,7457
2C3CCAKG1KH578003,Sandy Sansing,Chrysler,24046.875,36851.0,300,25288.0,2019,9671
1N4BL4EV6KC257098,Sandy Sansing,Nissan,22538.461538461543,27818.0,Altima,25460.0,2019,9215
1N6AD0ERXKN735314,Sandy Sansing,Nissan,26088.09523809524,36764.0,Frontier,25468.0,2019,9836
2C3CCABG8KH566026,Sandy Sansing,Chrysler,24046.875,29200.0,300,25491.0,2019,9671
WAUM2AFR3GA032224,Sandy Sansing,Audi,23681.25,47007.0,A5,25541.0,2016,7369
1HGCV1F53JA023874,Sandy Sansing,Honda,2600.0,36428.0,Accord Sedan,25612.0,2018,0
1GCRCREC3EZ231659,Sandy Sansing,Chevrolet,22434.821428571428,101094.0,Silverado 1500,25632.0,2014,6649
1GC1CUEG1HF106135,Sandy Sansing,Chevrolet,,95674.0,Silverado 2500HD,25632.0,2017,7807
2G61M5S31K9117255,Sandy Sansing,Cadillac,34278.125,36951.0,XTS,25788.0,2019,9286
3GKALPEV7LL104649,Sandy Sansing,Gmc,2600.0,18506.0,Terrain,25793.0,2020,0
JN1BJ1CV8LW267474,Sandy Sansing,Nissan,2600.0,857.0,Rogue Sport,25900.0,2020,0
2G1105S33K9145219,Sandy Sansing,Chevrolet,20541.666666666668,16833.0,Impala,25914.0,2019,9317
5N1ET2MT4HC775260,Sandy Sansing,Nissan,17195.0,14813.0,Rogue,25975.0,2017,7760
JTHCE1BL1FA002689,Sandy Sansing,Lexus,2600.0,49765.0,GS 350,25985.0,2015,0
WMZYT3C32H3D98763,Sandy Sansing,Mini,2600.0,28588.0,Countryman,25985.0,2017,0
5N1AZ2MJ2KN147432,Sandy Sansing,Nissan,26915.625,11911.0,Murano,25990.0,2019,9758
5LMCJ1C9XHUL52347,Sandy Sansing,Lincoln,22246.875,21955.0,MKC,25991.0,2017,7674
1GKS2JKJ7FR602532,Sandy Sansing,Gmc,,138862.0,Yukon XL,25991.0,2015,6949
4T1B61HK4JU542128,Sandy Sansing,Toyota,23007.5,38937.0,Camry,25991.0,2018,8073
1FTFW1CF1EKG41720,Sandy Sansing,Ford,20123.61111111111,111256.0,F-150,25991.0,2014,6795
1C4RJFAG5HC756226,Sandy Sansing,Jeep,29567.5,24632.0,Grand Cherokee,25991.0,2017,7671
5N1AZ2MJ6KN156408,Sandy Sansing,Nissan,26915.625,15746.0,Murano,25995.0,2019,9758
1FATP8UH3K5158934,Sandy Sansing,Ford,33497.22222222222,24341.0,Mustang,26000.0,2019,9185
JM3KFADM2J0327678,Sandy Sansing,Mazda,20658.33333333333,29610.0,CX-5,26000.0,2018,8816
JM3KFBDL2H0194458,Sandy Sansing,Mazda,19540.625,41908.0,CX-5,26000.0,2017,7745
WA1C2AFP7HA051593,Sandy Sansing,Audi,30696.42857142857,54971.0,Q5,26000.0,2017,7706
JM3KFADLXH0178793,Sandy Sansing,Mazda,19540.625,17207.0,CX-5,26000.0,2017,7745
55SWF4JB8FU088885,Sandy Sansing,Mercedes-benz,,35501.0,C-Class,26000.0,2015,6977
4T1B61HK3JU606367,Sandy Sansing,Toyota,23007.5,31821.0,Camry,26000.0,2018,8073
5FNRL5H64GB130167,Sandy Sansing,Honda,20787.5,30286.0,Odyssey,26000.0,2016,7460
JM3KFACM8L0732495,Sandy Sansing,Mazda,2600.0,7475.0,CX-5,26000.0,2020,0
4T1B61HK3JU522968,Sandy Sansing,Toyota,23007.5,54025.0,Camry,26209.0,2018,8073
1FTEW1CP1GKD70701,Sandy Sansing,Ford,28922.727272727272,100181.0,F-150,26250.0,2016,7500
1GNERFKW4JJ157257,Sandy Sansing,Chevrolet,28477.272727272728,35281.0,Traverse,26500.0,2018,8072
1G1FB1RS0J0160758,Sandy Sansing,Chevrolet,33837.5,7086.0,Camaro,26871.0,2018,8481
5N1DR2MN2KC595228,Sandy Sansing,Nissan,25653.125,24270.0,Pathfinder,26900.0,2019,9760
2G61M5S37G9110317,Sandy Sansing,Cadillac,,34461.0,XTS,26900.0,2016,7366
WBXHU7C30H5H38004,Sandy Sansing,Bmw,22275.0,47479.0,X1,26985.0,2017,7696
5UXWX9C30H0T16489,Sandy Sansing,Bmw,25825.0,57505.0,X3,26985.0,2017,7694
2C3CDXBG2KH644090,Sandy Sansing,Dodge,26425.0,38733.0,Charger,26988.0,2019,9622
5N1AZ2MG8HN150638,Sandy Sansing,Nissan,20603.125,28364.0,Murano,26990.0,2017,7757
1FMCU0H65LUB17544,Sandy Sansing,Ford,2600.0,14390.0,Escape,26991.0,2020,0
2C4RC1EG1HR518534,Sandy Sansing,Chrysler,21775.0,66205.0,Pacifica,26994.0,2017,7613
WBA8B9G32HNU57017,Sandy Sansing,Bmw,25282.69230769231,27724.0,3 Series,26998.0,2017,7710
1GYKNARS2HZ312990,Sandy Sansing,Cadillac,27295.83333333333,28064.0,XT5,27000.0,2017,7585
1GYKNARS5HZ248007,Sandy Sansing,Cadillac,27295.83333333333,30188.0,XT5,27000.0,2017,7585
JM1GL1TY9L1511122,Sandy Sansing,Mazda,2600.0,2838.0,Mazda6,27000.0,2020,0
1GCGSCEN4K1118080,Sandy Sansing,Chevrolet,29688.09523809524,42420.0,Colorado,27000.0,2019,9573
5LMTJ3DH5JUL21823,Sandy Sansing,Lincoln,25537.5,39259.0,MKC,27000.0,2018,8963
1HGCV2F91JA053240,Sandy Sansing,Honda,2600.0,25774.0,Accord Sedan,27000.0,2018,0
2C4RC1BG7KR730365,Sandy Sansing,Chrysler,25841.66666666667,21603.0,Pacifica,27000.0,2019,9627
1C4PJMBX0KD298185,Sandy Sansing,Jeep,22575.0,35074.0,Cherokee,27086.0,2019,9135
JM3TCACY4J0228930,Sandy Sansing,Mazda,26435.714285714286,24123.0,CX-9,27207.0,2018,8817
1C4PJMBX1KD317956,Sandy Sansing,Jeep,22575.0,27225.0,Cherokee,27215.0,2019,9135
1GCVKREC5FZ286133,Sandy Sansing,Chevrolet,24288.235294117647,99139.0,Silverado 1500,27231.0,2015,7181
ZACNJBC16KPK30882,Sandy Sansing,Jeep,20057.14285714286,6171.0,Renegade,27250.0,2019,9683
1FATP8UH8K5159688,Sandy Sansing,Ford,33497.22222222222,25354.0,Mustang,27403.0,2019,9185
1G1105S33LU101256,Sandy Sansing,Chevrolet,2600.0,16978.0,Impala,27413.0,2020,0
2FMPK3K91KBB55742,Sandy Sansing,Ford,26292.857142857134,38860.0,Edge,27432.0,2019,9182
4T1B61HK9KU215774,Sandy Sansing,Toyota,25032.5,42810.0,Camry,27500.0,2019,9771
1GCGSBEN4J1163383,Sandy Sansing,Chevrolet,28238.09523809524,14843.0,Colorado,27500.0,2018,8873
1C6RR6MT5ES458396,Sandy Sansing,Ram,19711.206896551725,57152.0,1500,27500.0,2014,6695
JM3KFACM0L0740039,Sandy Sansing,Mazda,2600.0,4914.0,CX-5,27500.0,2020,0
1FBZX2ZM2KKA23361,Sandy Sansing,Ford,2600.0,35876.0,Transit Passenger Wagon,27525.0,2019,0
3C4NJDDB1LT111878,Sandy Sansing,Jeep,2600.0,30746.0,Compass,27700.0,2020,0
1FBZX2ZM7KKA23307,Sandy Sansing,Ford,2600.0,33062.0,Transit Passenger Wagon,27725.0,2019,0
1GKKNMLS2HZ188501,Sandy Sansing,Gmc,23809.615384615387,34853.0,Acadia,27864.0,2017,7615
2T3W1RFVXLC045124,Sandy Sansing,Toyota,2600.0,10753.0,RAV4,27871.0,2020,0
5UXKR2C58G0H41963,Sandy Sansing,Bmw,30062.5,85118.0,X5,27885.0,2016,7332
1N4BL4FV9LC113576,Sandy Sansing,Nissan,2600.0,5924.0,Altima,27899.0,2020,0
1GKKNMLS5KZ222034,Sandy Sansing,Gmc,28427.272727272728,36934.0,Acadia,27927.0,2019,9322
4T1G11AK5LU318271,Sandy Sansing,Toyota,2600.0,19101.0,Camry,27945.0,2020,0
1GCRCREC0HZ277017,Sandy Sansing,Chevrolet,29153.22580645161,97257.0,Silverado 1500,27971.0,2017,7788
WBXHU7C39HP924884,Sandy Sansing,Bmw,22275.0,33632.0,X1,27985.0,2017,7696
1GKKNPLS4HZ130410,Sandy Sansing,Gmc,23809.615384615387,82139.0,Acadia,27985.0,2017,7615
1G1FB1RX3L0101413,Sandy Sansing,Chevrolet,2600.0,5172.0,Camaro,27988.0,2020,0
5N1DR2MN7KC618521,Sandy Sansing,Nissan,25653.125,38302.0,Pathfinder,27990.0,2019,9760
1FMJU1HT3HEA64556,Sandy Sansing,Ford,32466.25,55252.0,Expedition,27991.0,2017,7734
1GKKNMLS8HZ251150,Sandy Sansing,Gmc,23809.615384615387,20446.0,Acadia,27991.0,2017,7615
JM3KFADM6K0693600,Sandy Sansing,Mazda,25061.11111111111,8435.0,CX-5,28000.0,2019,9753
1FTEX1CP6GFB34762,Sandy Sansing,Ford,28922.727272727272,55324.0,F-150,28000.0,2016,7500
1GCGTBEN5H1298282,Sandy Sansing,Chevrolet,26456.66666666667,22304.0,Colorado,28000.0,2017,7871
5UXWZ7C39H0V89784,Sandy Sansing,Bmw,25825.0,33459.0,X3,28000.0,2017,7694
JM3TCACY1H0140671,Sandy Sansing,Mazda,24571.42857142857,21555.0,CX-9,28000.0,2017,7558
JM3TCBCY1H0133273,Sandy Sansing,Mazda,24571.42857142857,40899.0,CX-9,28000.0,2017,7558
2C3CCAGG0KH533840,Sandy Sansing,Chrysler,24046.875,41494.0,300,28008.0,2019,9671
3GCPCREC3EG255242,Sandy Sansing,Chevrolet,22434.821428571428,83834.0,Silverado 1500,28046.0,2014,6649
1J4BA6H13BL641550,Sandy Sansing,Jeep,2600.0,109750.0,Wrangler Unlimited,28111.0,2011,0
1N4BL4FV0KC101217,Sandy Sansing,Nissan,22538.461538461543,17388.0,Altima,28288.0,2019,9215
2FMPK3J97KBC03648,Sandy Sansing,Ford,26292.857142857134,21745.0,Edge,28299.0,2019,9182
5N1DR2MN1KC607854,Sandy Sansing,Nissan,25653.125,34857.0,Pathfinder,28380.0,2019,9760
2C3CDXHG3KH567026,Sandy Sansing,Dodge,26425.0,37646.0,Charger,28395.0,2019,9622
5TDYZ3DC3HS875225,Sandy Sansing,Toyota,24614.285714285717,50266.0,Sienna,28500.0,2017,7653
1G6DV5EP1C0124341,Sandy Sansing,Cadillac,2600.0,114858.0,CTS-V Sedan,28500.0,2012,0
1C4BJWDGXEL322828,Sandy Sansing,Jeep,2600.0,87365.0,Wrangler Unlimited,28500.0,2014,0
1FTNF1EG1GKE09056,Sandy Sansing,Ford,28922.727272727272,38215.0,F-150,28500.0,2016,7500
2C3CDZAG6HH536447,Sandy Sansing,Dodge,34991.666666666664,30521.0,Challenger,28500.0,2017,7714
1FM5K8F81JGA15638,Sandy Sansing,Ford,28668.75,53207.0,Explorer,28725.0,2018,8233
2C4RC1BG9LR115723,Sandy Sansing,Chrysler,2600.0,41315.0,Pacifica,28725.0,2020,0
1GTV2VEC5EZ149524,Sandy Sansing,Gmc,22655.555555555562,95702.0,Sierra 1500,28764.0,2014,6650
1C6RR7LG9HS845127,Sandy Sansing,Ram,28240.83333333333,91838.0,1500,28800.0,2017,7789
2C3CCAEG6KH705968,Sandy Sansing,Chrysler,24046.875,10100.0,300,28988.0,2019,9671
